workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
137,condition1,no,0.74,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force breaks vehicle glass. This accident results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,no,90,9,140064,controversial,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,no,0.63,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain is wielded by an adverse third party. This incident causes damage to the policyholder's property.""</b>",no,Malicious Acts Or Vandalism,yes,60,10,77580,controversial,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,yes,0.57,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional resulting in damage to the policyholder's property.""</b>",no,Trace And Access,yes,80,11,37283,uncovered,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,yes,0.66,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident within regular working conditions that incurs an injury results in missed employment for the policyholder.""</b>",yes,General Damages,no,80,12,47163,covered,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,yes,0.46,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,60,13,22514,uncovered,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,no,0.71,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,90,14,11865,covered,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,yes,0.61,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,no,80,15,22714,controversial,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
137,condition1,no,0.68,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident occurs with an outside force that instigates a fire or explosion. This incident results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,no,80,16,23551,uncovered,0,28,Yes,,3,1,Female,English,0,,White,Safari,Mac,900,1440,10.316633333333334,
275,condition1,no,0.79,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,68,3,48547,filler_uncovered,3,69,Yes,"Thank you for a fascinating study. I'd like to know the ""correct"" answers to these. The situations were very interesting. I'm curious. Thanks again. ",4,2,Male,english,0,no issues at all ,White,Chrome,Windows,900,1440,11.941783333333332,
275,condition1,no,0.89,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,92,4,33877,filler_covered,3,69,Yes,"Thank you for a fascinating study. I'd like to know the ""correct"" answers to these. The situations were very interesting. I'm curious. Thanks again. ",4,2,Male,english,0,no issues at all ,White,Chrome,Windows,900,1440,11.941783333333332,
275,condition1,no,0.63,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident occurs with a fire or explosion that is instigated by an outside force. This incident results in damage to the policyholder's property.""</b>",yes,Vehicle Fire,yes,59,5,37179,controversial,3,69,Yes,"Thank you for a fascinating study. I'd like to know the ""correct"" answers to these. The situations were very interesting. I'm curious. Thanks again. ",4,2,Male,english,0,no issues at all ,White,Chrome,Windows,900,1440,11.941783333333332,
275,condition1,no,0.9,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",no,Personal Accident,no,88,6,41350,uncovered,3,69,Yes,"Thank you for a fascinating study. I'd like to know the ""correct"" answers to these. The situations were very interesting. I'm curious. Thanks again. ",4,2,Male,english,0,no issues at all ,White,Chrome,Windows,900,1440,11.941783333333332,
